,city,Lat,Lon,Wind Speed,Humidity,Temperature,Cloud Cover
478,Mahajanga,-15.72,46.32,4.7,83,78.8,20
479,Alekseyevsk,57.84,108.35,4.09,77,29.29,92
480,Chernushka,56.5,56.08,11.81,94,37.93,44
481,Requena,39.49,-1.1,5.82,82,64.4,20
482,Dano,11.14,-3.06,5.44,63,80.64,0
483,Chervona Sloboda,50.74,33.96,9.24,91,35.46,8
484,Sandpoint,48.28,-116.55,3.36,93,53.6,90
485,Khasan,42.43,130.64,15.84,100,42.57,0
486,Samarai,-10.62,150.67,5.77,100,77.53,92
487,Stara Tura,48.78,17.69,13.87,66,55.4,20
488,Itaituba,-4.26,-55.99,8.05,47,95.0,20
489,Chimbote,-9.08,-78.59,10.47,69,67.59,12
490,Half Moon Bay,37.46,-122.43,4.7,68,78.8,75
491,Kjopsvik,68.1,16.37,3.36,100,21.2,0
492,Kaeo,-35.1,173.78,15.05,69,65.79,24
493,Vershino-Darasunskiy,52.35,115.52,7.23,75,19.21,36
494,Richards Bay,-28.77,32.06,1.52,85,65.79,0
495,Moron,10.49,-68.2,3.42,88,76.81,76
496,Jutai,-1.71,-47.89,5.55,86,80.14,56
497,Yeppoon,-23.13,150.74,3.36,83,71.6,0
498,Najran,17.54,44.22,2.64,38,75.2,0
499,Ormara,25.21,64.64,3.65,90,76.54,0
500,Tullamore,53.27,-7.49,6.93,86,37.4,20
501,Tuy Hoa,13.08,109.3,7.0,100,75.28,92
502,Rio Verde de Mato Grosso,-18.92,-54.84,5.44,71,83.2,0
503,Port Shepstone,-30.74,30.45,11.14,91,69.25,0
504,Fuerte Olimpo,-21.04,-57.87,4.76,99,78.25,56
505,Machico,32.7,-16.77,10.29,72,68.0,40
506,Araouane,18.9,-3.53,7.11,20,72.58,0
507,Jammalamadugu,14.85,78.38,2.64,86,69.52,0
508,Marsa Matruh,31.35,27.25,5.82,63,64.4,0
509,Port Augusta,-32.49,137.76,8.05,82,57.2,80
510,Itoman,26.12,127.67,11.41,88,75.2,90
511,Haapiti,-17.57,-149.87,6.93,62,86.0,75
512,Manzanillo,20.34,-77.12,11.03,100,83.79,0
513,Kysyl-Syr,63.9,122.77,4.65,92,18.58,80
514,Pyapon,16.29,95.68,3.2,100,76.32,20
515,Boguchany,58.38,97.46,7.78,86,35.46,64
516,Manubul,5.47,120.8,8.68,100,84.24,12
517,Porto Walter,-8.27,-72.74,2.53,60,88.02,36
518,Broken Hill,-31.97,141.45,8.23,51,55.62,8
519,Coihaique,-45.58,-72.07,8.05,62,57.2,90
520,Luba,17.32,120.7,3.98,82,64.93,0
521,Desbiens,48.42,-71.95,13.87,42,30.2,20
522,Pinega,64.7,43.39,9.8,88,35.37,92
523,Synya,65.37,58.04,5.1,99,32.71,92
524,Faya,18.39,42.45,1.07,82,66.2,0
525,Grand Gaube,-20.01,57.66,4.7,77,69.8,40
526,Matale,7.47,80.62,2.64,98,70.15,80
527,Zhongshu,24.52,103.77,3.53,98,54.09,92
528,Okha,53.59,142.95,10.58,90,32.35,80
529,Morgan City,29.7,-91.21,8.05,53,71.6,1
530,Ust-Omchug,61.13,149.63,2.42,74,19.21,88
531,Ariquemes,-9.91,-63.03,1.74,40,95.76,24
532,Gualaquiza,-3.4,-78.58,2.53,98,68.76,80
533,Ivankiv,50.93,29.9,4.47,100,37.4,8
534,Puerto Asis,0.51,-76.5,2.42,98,74.2,80
535,Macheng,31.18,115.03,4.54,63,39.28,0
536,Sibolga,1.74,98.78,2.08,100,68.17,44
